Host.genus	Virus	KB	contig_length	checkv_quality	provirus	gene_count	viral_genes	completeness	contamination	warnings	AAI.to.closest.RaFAH.reference	Confidence.score	List.of.methods
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	Brothers_UC_S147_vRhyme_bin_14	15529	23029	Low-quality	No	25	8	29.39	0		6.07	95.6	blast;96.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	ELSC_Abe_A1_vRhyme_bin_185	9257	10757	Low-quality	No	16	3	14.92	0		4.92	91	blast;93.40 iPHoP-RF;65.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	ELSC_Bowl_M2_vRhyme_bin_220	31108	37108	Low-quality	No	39	1	43.09	0		3.33	90.1	blast;92.60 iPHoP-RF;78.00
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	ELSC_Mariner_M10_vRhyme_bin_109	12323	13823	Low-quality	No	22	8	34.95	0		9.53	90.4	blast;92.90 iPHoP-RF;63.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	ELSC_Mariner_M17_vRhyme_bin_174	21846	26346	Low-quality	No	33	3	30.35	0		3.72	91.6	blast;93.90 iPHoP-RF;54.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	ELSC_Mariner_M17_vRhyme_bin_215	6443	7943	Low-quality	No	13	4	12.57	0		5.78	90.6	blast;93.00 iPHoP-RF;67.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	ELSC_Tui_Malila_T10_vRhyme_bin_52	9414	12414	Low-quality	No	16	1	18.88	0		4.48	90.1	blast;92.60 iPHoP-RF;84.80
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	Guaymas_4561-380_vRhyme_bin_38	7693	9193	Low-quality	No	15	4	6.33	0		5.34	90.4	blast;92.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	Guaymas_4571-419_vRhyme_bin_21	65659	86659	High-quality	No	108	24	94.65	0		12.36	91.4	CRISPR;93.70 blast;86.20 iPHoP-RF;65.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	Guaymas_4571-419_vRhyme_bin_24	32352	36852	Low-quality	No	43	5	32	0		7.71	93.4	CRISPR;95.30
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	Guaymas_4571-419_vRhyme_bin_62	58748	61748	Medium-quality	No	74	2	84.38	0		3.63	93.4	blast;95.30 iPHoP-RF;56.20
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	Guaymas_4571-419_vRhyme_bin_66	14580	16080	Low-quality	No	11	1	5.19	0		4.23	91.5	blast;93.80
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	Brothers_NWCA_S145_NODE_2759_length_10276_cov_7.202582	10276	10276	Low-quality	No	14	3	14.25	0		3.57	91.6	blast;93.90 iPHoP-RF;87.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	Brothers_NWCA_S145_NODE_529_length_23981_cov_18.394735	23981	23981	Low-quality	No	36	12	46.22	0		29.41	91.4	blast;93.70 iPHoP-RF;70.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	ELSC_Abe_A1_NODE_270_length_32944_cov_2.894689	32944	32944	Medium-quality	No	50	10	51.65	0		6.36	93	CRISPR;95.00
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	ELSC_Mariner_M10_NODE_111_length_73382_cov_2.502409_fragment_1	43494	43494	High-quality	No	58	9	100	0		5.28	91.6	blast;93.90 iPHoP-RF;75.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	ELSC_Mariner_M17_NODE_42_length_107089_cov_3.294394_fragment_1	65780	65780	High-quality	No	76	15	100	0	contig >1.5x longer than expected genome length	9.59	93.6	blast;95.50 iPHoP-RF;60.30
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	ELSC_Tui_Malila_T11_NODE_2383_length_12290_cov_49.944175	12290	12290	Low-quality	No	15	2	27.62	0		2.87	95	blast;96.50 iPHoP-RF;56.20
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	Guaymas_4561-380_scaffold_17_c1	141395	141395	Medium-quality	No	161	1	75.69	0		5.52	92.9	blast;94.90 iPHoP-RF;55.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	Guaymas_4571-419_scaffold_171_c1	46225	46225	Complete	No	69	14	100	0		4.18	91.6	CRISPR;93.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__	Guaymas_4571-419_scaffold_241_c1	39733	39733	Complete	No	64	16	100	0		7.99	96.2	CRISPR;97.30
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__	ELSC_Abe_A3_vRhyme_bin_193	31920	34920	Low-quality	Yes	29	6	38.97	8.74		10.24	90.6	blast;93.00 iPHoP-RF;62.70
d__Bacteria;p__DQWO01;c__DQWO01;o__DQWO01;f__JAADEO01;g__JAADEO01	Brothers_Diffuse_S015_vRhyme_bin_315	33349	39349	Low-quality	No	60	5	21.12	0		5.58	90.7	blast;93.10
d__Bacteria;p__Thermosulfidibacterota;c__Thermosulfidibacteria;o__Thermosulfidibacterales;f__B14-G1;g__B14-G1	ELSC_Abe_128-326_scaffold_410_c1_fragment_1	25974	25974	Low-quality	No	39	9	44.05	0		6.88	91.5	blast;93.80 iPHoP-RF;69.10
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__;f__;g__	ELSC_Abe_A1_vRhyme_bin_55	24687	27687	Low-quality	No	40	2	39.48	0		7.88	95	CRISPR;96.50 iPHoP-RF;57.90
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_C	Brothers_NWCA_S144_vRhyme_bin_59	25196	29696	Low-quality	No	40	9	44.6	0		7.74	91.5	blast;93.80 iPHoP-RF;81.60
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_C	Brothers_NWCA_S145_NODE_297_length_32618_cov_2.908990	32618	32618	Low-quality	No	58	16	46.89	0		7.66	91.6	blast;93.90 iPHoP-RF;82.50
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_C	Brothers_NWCA_S145_NODE_6964_length_6137_cov_18.160899	6137	6137	Low-quality	No	7	1	9.62	0		8.9	90.4	blast;92.90 iPHoP-RF;57.90
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium	ELSC_Tui_Malila_132-544_scaffold_653_c1	18402	18402	Low-quality	No	13	2	10.66	0		4.66	90	blast;92.50 iPHoP-RF;76.60
d__Bacteria;p__;c__;o__;f__;g__	Brothers_Diffuse_S009_vRhyme_bin_17	16581	19581	Low-quality	No	21	2	11.21	0		6.3	91.2	blast;93.60
d__Bacteria;p__;c__;o__;f__;g__	ELSC_Tui_Malila_T10_vRhyme_bin_2	154519	195019	High-quality	No	219	53	97.17	0		16.66	98.1	CRISPR;98.60
d__Bacteria;p__;c__;o__;f__;g__	ELSC_Tui_Malila_T10_vRhyme_bin_3	267566	300566	High-quality	No	384	98	99.78	0		20.96	98.4	CRISPR;98.80
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__BD1-5;f__UBA6164;g__UBA6164	ELSC_Bowl_M2_vRhyme_bin_150	39039	45039	Low-quality	No	38	1	36.55	0		3.83	90.6	blast;93.00 iPHoP-RF;52.00
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter	Brothers_NWCB_S139_vRhyme_bin_19	22003	31003	Low-quality	No	36	10	9.17	0		10.59	94	CRISPR;95.80 iPHoP-RF;62.70
d__Bacteria;p__Patescibacteria;c__ABY1;o__;f__;g__	Brothers_NWCB_S139_vRhyme_bin_13	107315	113315	High-quality	No	171	13	100	0	contig >1.5x longer than expected genome length	6.9	94.3	CRISPR;96.00
d__Bacteria;p__Patescibacteria;c__ABY1;o__;f__;g__	ELSC_Bowl_M2_vRhyme_bin_336	11012	12512	Low-quality	No	16	1	9.71	0		4.49	92.3	blast;94.50 iPHoP-RF;72.20
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__;g__	Brothers_NWCB_S140_vRhyme_bin_20	18376	22876	Medium-quality	No	27	11	59.13	0		7.17	94	CRISPR;95.80 iPHoP-RF;85.10
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__;g__	Brothers_NWCB_S141_vRhyme_bin_17	9919	11419	Low-quality	No	23	4	14.25	0		5.22	91.8	CRISPR;94.10 iPHoP-RF;86.30
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__;g__	ELSC_Abe_128-326_vRhyme_bin_45	76082	80582	High-quality	No	116	30	90.74	0		19.99	90.9	blast;93.30 iPHoP-RF;59.20
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__;g__	Brothers_NWCB_S012_NODE_6043_length_8403_cov_1.313678	8403	8403	Low-quality	No	20	1	19.83	0		1.9	94.3	CRISPR;96.00 iPHoP-RF;92.40
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalobacterales;f__DSM-19610;g__Thiogranum	Brothers_NWCB_S139_vRhyme_bin_289	9331	10831	Low-quality	No	15	3	28.04	0		8.94	90.6	blast;93.00 iPHoP-RF;50.40
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalobacterales;f__DSM-19610;g__Thiogranum	Brothers_NWCB_S139_vRhyme_bin_55	99993	114993	High-quality	No	119	15	99.61	0		16.28	97	CRISPR;97.90 blast;65.80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalobacterales;f__DSM-19610;g__Thiogranum	Brothers_NWCB_S139_vRhyme_bin_56	50677	64177	Medium-quality	No	77	20	85.91	0		9.2	97	CRISPR;97.90 iPHoP-RF;83.10
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalobacterales;f__DSM-19610;g__Thiogranum	Brothers_NWCB_S139_vRhyme_bin_64	41568	50568	High-quality	No	59	16	100	0		27.47	93.8	blast;95.60 CRISPR;87.30 iPHoP-RF;80.60
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalobacterales;f__DSM-19610;g__Thiogranum	Brothers_NWCB_S139_vRhyme_bin_69	34428	38928	High-quality	No	59	11	97.5	0		7.26	98.7	CRISPR;99.00 iPHoP-RF;54.90
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalobacterales;f__DSM-19610;g__Thiogranum	ELSC_Tui_Malila_134-614_vRhyme_bin_70	7233	8733	Low-quality	No	11	1	4.36	0		7.62	90.7	blast;93.10 iPHoP-RF;79.80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalobacterales;f__DSM-19610;g__Thiogranum	ELSC_Bowl_M2_NODE_11552_length_9073_cov_9.802817	9073	9073	Low-quality	No	14	1	2.39	0		3.42	91.4	blast;93.70 iPHoP-RF;67.00
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__	Brothers_NWCB_S012_vRhyme_bin_134	8492	9992	Low-quality	No	19	2	7.08	0		2.77	99.6	CRISPR;99.60
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__	Brothers_NWCB_S012_vRhyme_bin_167	25429	26929	Medium-quality	No	33	11	52.48	0		4.32	99.4	CRISPR;99.50
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__	Brothers_NWCB_S140_vRhyme_bin_51	43596	45096	Medium-quality	No	68	16	87.63	0		4.32	99.7	CRISPR;99.70
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__	Brothers_NWCB_S139_NODE_1226_length_26341_cov_17.831273	26341	26341	Low-quality	No	47	5	35.43	0		2.09	99.7	CRISPR;99.70
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__	Brothers_NWCB_S139_NODE_2232_length_19174_cov_20.235050	19174	19174	Low-quality	No	22	12	37.27	0		4.32	99.1	CRISPR;99.30
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__	Brothers_NWCB_S140_vRhyme_bin_4	25567	30067	Low-quality	No	33	2	35.49	0		4.88	98.7	CRISPR;99.00
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__	Brothers_NWCA_S144_NODE_1745_length_13616_cov_2.330936_fragment_1	6734	6734	Low-quality	No	8	1	8.64	0		16.4	90	blast;92.50 iPHoP-RF;58.20
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005	ELSC_Abe_A1_vRhyme_bin_182	11841	13341	Low-quality	No	17	2	24.35	0		2.99	90	blast;92.50 iPHoP-RF;52.00
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005	ELSC_Abe_A1_vRhyme_bin_89	21978	24978	Low-quality	No	32	2	27.26	0		2.78	91	blast;93.40 iPHoP-RF;64.30
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005	ELSC_Abe_A1_vRhyme_bin_91	51884	65384	High-quality	No	91	29	95.17	0		19.39	98.4	CRISPR;98.80 iPHoP-RF;56.00
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005	ELSC_Tui_Malila_T2_vRhyme_bin_149	59295	62295	Medium-quality	No	73	6	79.18	0		6.24	90.4	blast;92.90
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005	ELSC_Tui_Malila_T2_vRhyme_bin_74	16916	18416	Low-quality	No	23	1	13.29	0		3.98	90	blast;92.50
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005	MAR_Lucky_356-284_vRhyme_bin_34	32152	38152	Medium-quality	No	45	5	89.12	0		5.78	90.7	blast;93.10 iPHoP-RF;54.40
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005	ELSC_Tui_Malila_134-614_scaffold_12318_c1	5550	5550	Low-quality	No	9	1	5.05	0		4.26	91.1	blast;93.50 iPHoP-RF;56.50
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005	ELSC_Tui_Malila_T11_NODE_38_length_109583_cov_7.811714_fragment_1	75848	75848	Medium-quality	No	91	2	80.27	0		5.14	91.7	blast;94.00 iPHoP-RF;61.70
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005	ELSC_Tui_Malila_T2_NODE_408_length_48306_cov_16.125158	48306	48306	Medium-quality	No	63	9	60.33	0	low-confidence DTR	17.78	98.5	CRISPR;98.90 iPHoP-RF;70.60
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005	ELSC_Tui_Malila_T2_NODE_978_length_32150_cov_6.044374	32150	32150	Low-quality	No	47	2	35.75	0		3.54	93	blast;95.00 iPHoP-RF;55.70
d__Bacteria;p__Desulfobacterota_C;c__Deferrisomatia;o__Deferrisomatales;f__Deferrisomataceae;g__Deferrisoma	ELSC_Abe_128-326_vRhyme_bin_58	10532	15032	Low-quality	No	17	4	22.38	0		2.97	91.5	blast;93.80 iPHoP-RF;93.40 CRISPR;51.50
d__Bacteria;p__Desulfobacterota_C;c__Deferrisomatia;o__Deferrisomatales;f__Deferrisomataceae;g__Deferrisoma	MAR_Rainbow_354-166_scaffold_156_c1	92373	92373	Medium-quality	No	141	20	78.58	0		4.42	91.2	blast;93.60 iPHoP-RF;68.20
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter	Brothers_NWCB_S139_vRhyme_bin_77	45218	54218	Medium-quality	No	53	11	81.95	0		29.85	91.5	blast;93.80 iPHoP-RF;75.90
d__Bacteria;p__Desulfobacterota_F;c__;o__;f__;g__	Brothers_LC_S016_vRhyme_bin_167	32697	37197	Medium-quality	No	45	15	63.61	0		9.17	91	blast;93.40 iPHoP-RF;56.50
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-229	Brothers_NWCB_S139_vRhyme_bin_204	56938	59938	High-quality	No	75	25	92.8	0		19.47	90.2	blast;92.70 iPHoP-RF;53.80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-229	ELSC_Abe_128-326_vRhyme_bin_10	10727	13727	Low-quality	No	15	5	23.61	0		4.74	91.6	blast;93.90 iPHoP-RF;58.40
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__	Brothers_NWCB_S012_vRhyme_bin_79	38023	41023	Medium-quality	No	55	23	74.79	0		35.12	91	blast;93.40 iPHoP-RF;56.80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__	Brothers_NWCB_S140_vRhyme_bin_81	25732	27232	Medium-quality	No	28	4	60.86	0		5.13	91.4	blast;93.70 iPHoP-RF;61.70
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__	ELSC_Bowl_M2_vRhyme_bin_336	11012	12512	Low-quality	No	16	1	9.71	0		4.49	90.9	blast;93.30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__	MAR_Rainbow_354-166_vRhyme_bin_90	76271	82271	High-quality	No	85	20	91.94	0		10.07	90.6	blast;93.00 iPHoP-RF;61.90
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__	Brothers_NWCA_S144_NODE_144_length_38264_cov_2.011092	38264	38264	High-quality	Yes	50	26	94.02	5.66		27.97	90.3	blast;92.80 iPHoP-RF;66.80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__	Brothers_NWCB_S140_NODE_78_length_44631_cov_8.406008	44631	44631	Medium-quality	No	90	26	64.36	0		17.73	90	blast;92.50 iPHoP-RF;59.00
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__	Brothers_NWCB_S141_NODE_815_length_33295_cov_4.018210	33295	33295	Low-quality	No	54	19	47.85	0		14.62	90.1	blast;92.60 iPHoP-RF;50.70
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__	ELSC_Tui_Malila_T2_NODE_6006_length_12365_cov_2.154927	12365	12365	Medium-quality	No	32	2	66.1	0		1.64	91.5	blast;93.80
d__Bacteria;p__Acidobacteriota;c__Mor1;o__J045;f__J045;g__	ELSC_Abe_128-326_vRhyme_bin_68	5788	7288	Low-quality	Yes	9	1	13.55	17.66		5.55	90	blast;92.50 iPHoP-RF;57.30
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__	Brothers_NWCB_S141_vRhyme_bin_172	14723	17723	Low-quality	No	29	9	34.49	0		8.78	90.6	blast;93.00
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__	ELSC_Bowl_M2_vRhyme_bin_222	32867	37367	Medium-quality	No	40	21	79.76	0		16.14	91.4	blast;93.70 iPHoP-RF;61.40
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__	ELSC_Bowl_M2_NODE_1770_length_24910_cov_5.620102	24910	24910	Medium-quality	No	36	11	59.18	0		7.64	93.4	CRISPR;95.30 iPHoP-RF;60.30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__	ELSC_Bowl_M2_NODE_67_length_120062_cov_5.379564	120062	120062	Medium-quality	No	165	61	68.41	0		16.59	96.9	CRISPR;97.80
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRKI01	ELSC_Mariner_M10_vRhyme_bin_75	14559	17559	Low-quality	No	22	3	32.71	0		3.92	91.2	blast;93.60 iPHoP-RF;81.10
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRKI01	ELSC_Mariner_M17_vRhyme_bin_208	99785	107285	High-quality	Yes	133	27	94.68	6.63		23.5	92.9	blast;94.90
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__	ELSC_Mariner_M17_vRhyme_bin_208	99785	107285	High-quality	Yes	133	27	94.68	6.63		23.5	92.9	blast;94.90
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__	MAR_Lucky_356-284_vRhyme_bin_59	23606	25106	Low-quality	No	39	8	31.75	0		7.04	92.1	CRISPR;94.30
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__	ELSC_Tui_Malila_T2_NODE_18654_length_6927_cov_3.376324	6927	6927	Low-quality	No	6	1	4.74	0		6.75	90.6	blast;93.00 iPHoP-RF;67.70
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__	ELSC_Mariner_M10_vRhyme_bin_86	29329	32329	Low-quality	No	42	10	39.07	0		9.29	98.1	CRISPR;98.60
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__	ELSC_Tui_Malila_T2_vRhyme_bin_193	8943	10443	Low-quality	No	12	1	4.82	0		4.02	90	blast;92.50 iPHoP-RF;56.20
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__	Brothers_NWCA_S143_NODE_5016_length_9734_cov_68.022900	9734	9734	Low-quality	No	13	4	24.79	0		5.58	93.8	CRISPR;95.60 iPHoP-RF;81.40
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__	Brothers_NWCA_S144_NODE_206_length_33509_cov_40.093523_fragment_1	14022	14022	Low-quality	No	16	2	6.68	0		9.38	91.6	blast;93.90 iPHoP-RF;71.70
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__	ELSC_Abe_A1_NODE_1105_length_17662_cov_2.391902	17662	17662	Low-quality	No	22	7	25.18	0		19.67	90.6	blast;93.00 iPHoP-RF;58.40
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__	ELSC_Abe_A3_NODE_5968_length_10124_cov_2.123437	10124	10124	Low-quality	No	15	5	25.68	0		4.92	97.5	CRISPR;98.20 iPHoP-RF;72.80
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__	ELSC_Abe_A3_NODE_23969_length_5304_cov_2.240873	5304	5304	Low-quality	No	5	1	8.61	0		6.3	90.8	blast;93.20
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__	ELSC_Bowl_M2_NODE_25156_length_5746_cov_2.684463	5746	5746	Low-quality	No	8	4	9.85	0		19.57	90.3	blast;92.80
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__	ELSC_Mariner_M10_NODE_75_length_84621_cov_10.694274_fragment_1	38475	38475	High-quality	No	51	15	100	0		20.23	90	blast;92.50 iPHoP-RF;90.80 CRISPR;90.70
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__	ELSC_Tui_Malila_T10_NODE_33_length_85711_cov_35.971992_fragment_2	38416	38416	Medium-quality	Yes	50	14	65.56	9.55		18.47	95.4	CRISPR;96.80 blast;92.00 iPHoP-RF;91.10
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__	Brothers_NWCB_S146_vRhyme_bin_108	6988	8488	Low-quality	No	8	2	11.65	0		NA	91	blast;93.40 iPHoP-RF;61.10
d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__LBFQ01;g__JAADCS01	Brothers_NWCB_S141_NODE_3269_length_15460_cov_3.837670	15460	15460	Low-quality	No	26	6	17.22	0		6.1	90.4	blast;92.90 iPHoP-RF;67.00
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__;g__	ELSC_Abe_A1_vRhyme_bin_122	20900	23900	Low-quality	No	26	1	32.69	0		3.99	92.5	CRISPR;94.60 blast;86.20 iPHoP-RF;73.70
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCF-002020875;f__;g__	ELSC_Tui_Malila_T10_vRhyme_bin_18	26603	37103	Medium-quality	No	38	8	53.56	0		10.52	91.8	blast;94.10
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCF-002020875;f__;g__	ELSC_Abe_A3_NODE_17463_length_6172_cov_5.377998	6172	6172	Low-quality	No	7	1	1.77	0		10.11	93.5	blast;95.40 iPHoP-RF;70.00
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCF-002020875;f__;g__	ELSC_Tui_Malila_T2_NODE_21447_length_6443_cov_11.445377	6443	6443	Low-quality	No	9	1	1.85	0		4.77	93.6	blast;95.50 iPHoP-RF;73.50
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__JdFR-85;g__JAADHP01	Brothers_NWCB_S140_vRhyme_bin_102	21397	24397	Medium-quality	No	26	7	63.91	0		9.68	94.7	CRISPR;96.30 iPHoP-RF;70.60
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__JdFR-85;g__JAADHP01	Brothers_NWCB_S141_vRhyme_bin_140	16150	19150	Low-quality	No	26	1	21.69	0		5.34	91.1	blast;93.50 iPHoP-RF;73.50
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__JdFR-85;g__JAADHP01	Brothers_NWCB_S141_NODE_886_length_31902_cov_4.081039	31902	31902	Medium-quality	No	55	6	55.52	0		6.67	90.3	blast;92.80 iPHoP-RF;71.50
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__JdFR-85;g__JAADHP01	Brothers_NWCB_S146_NODE_9024_length_7329_cov_6.212858	7329	7329	Low-quality	No	18	1	5.27	0		6.67	90.3	blast;92.80 iPHoP-RF;63.50
