user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
MAR_355-202_maxbin2_139	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator;s__Thermodesulfatator atlanticus	GCF_000421585.1	95	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator;s__Thermodesulfatator atlanticus	99.5	0.98	GCF_000421585.1	95	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator;s__Thermodesulfatator atlanticus	99.5	0.98	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_001642325.1, s__Thermodesulfatator autotrophicus, 95.0, 77.51, 0.26; GCF_000217795.1, s__Thermodesulfatator indicus, 95.0, 77.49, 0.26"	82.11	11	N/A	N/A
MAR_355-202_metabat1_002	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	73.18	11	0.746098607	N/A
MAR_355-202_metabat1_003	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__	ANI	N/A	"GCA_003978395.1, s__UBA1140 sp003978395, 95.0, 78.95, 0.39; GCA_002311915.1, s__UBA1140 sp002311915, 95.0, 78.81, 0.31; GCA_902727905.1, s__UBA1140 sp902727905, 95.0, 78.66, 0.24; GCA_902727995.1, s__UBA1140 sp902727995, 95.0, 78.48, 0.25; GCA_902727895.1, s__UBA1140 sp902727895, 95.0, 78.47, 0.29; GCA_902727915.1, s__UBA1140 sp902727915, 95.0, 78.4, 0.27; GCA_902727935.1, s__UBA1140 sp902727935, 95.0, 78.25, 0.28; GCF_010892395.1, s__UBA1140 sp010892395, 95.0, 77.7, 0.24; GCA_013153055.1, s__UBA1140 sp013153055, 95.0, 76.65, 0.15"	73.97	11	0.957270728	N/A
MAR_355-202_metabat1_004	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_009068765.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp009068765	87.96	0.84	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 82.37, 0.76; GCF_009192995.1, s__Sulfurimonas sp009192995, 95.0, 78.39, 0.38; GCA_013607665.1, s__Sulfurimonas sp013607665, 95.0, 78.35, 0.35; GCA_002733945.1, s__Sulfurimonas sp002733945, 95.0, 77.39, 0.21; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 77.22, 0.19; GCA_013791885.1, s__Sulfurimonas sp013791885, 95.0, 77.13, 0.24; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 77.06, 0.2; GCA_011391635.1, s__Sulfurimonas sp011391635, 95.0, 76.97, 0.13; GCA_001873135.1, s__Sulfurimonas sp001873135, 95.0, 76.76, 0.2; GCF_009883775.1, s__Sulfurimonas sp002452895, 95.0, 76.52, 0.2"	62.22	11	0.9879096	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAR_355-202_metabat1_005_VB	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139635.1	95	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__UBA3077 sp013139635	81.8	0.68	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_002366685.1, s__UBA3077 sp002366685, 95.0, 78.26, 0.41"	63.21	11	0.979869537	Genome has more than 10.0% of markers with multiple hits
MAR_355-202_metabat1_007	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	ANI	N/A	"GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 79.77, 0.48; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 78.93, 0.33; GCF_009068765.1, s__Sulfurimonas sp009068765, 95.0, 78.91, 0.36; GCA_013607665.1, s__Sulfurimonas sp013607665, 95.0, 78.66, 0.39; GCF_009192995.1, s__Sulfurimonas sp009192995, 95.0, 78.42, 0.37; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 78.34, 0.3; GCA_002733945.1, s__Sulfurimonas sp002733945, 95.0, 78.34, 0.3; GCA_013791885.1, s__Sulfurimonas sp013791885, 95.0, 78.23, 0.25; GCA_002732645.1, s__Sulfurimonas sp002732645, 95.0, 78.16, 0.18; GCA_014381585.1, s__Sulfurimonas sp014381585, 95.0, 78.14, 0.24; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 78.13, 0.3; GCA_001829625.1, s__Sulfurimonas sp001829625, 95.0, 78.05, 0.23; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 77.92, 0.25; GCA_011391635.1, s__Sulfurimonas sp011391635, 95.0, 77.86, 0.26; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 77.79, 0.36; GCA_001873135.1, s__Sulfurimonas sp001873135, 95.0, 77.78, 0.21; GCF_009258225.1, s__Sulfurimonas sp009258225, 95.0, 77.63, 0.15; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 77.58, 0.21; GCF_000012965.1, s__Sulfurimonas denitrificans, 95.0, 77.31, 0.2; GCA_002733155.1, s__Sulfurimonas sp002733155, 95.0, 77.21, 0.21; GCA_002428085.1, s__Sulfurimonas sp002428085, 95.0, 77.11, 0.22; GCF_009883775.1, s__Sulfurimonas sp002452895, 95.0, 77.06, 0.2; GCA_013607635.1, s__Sulfurimonas sp013607635, 95.0, 77.02, 0.23"	88.51	11	0.963670289	N/A
MAR_355-202_metabat1_009	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDL01;g__JAADDL01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013153915.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDL01;g__JAADDL01;s__JAADDL01 sp013153915	77.16	0.26	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	81.02	11	0.901457832	N/A
MAR_355-202_metabat1_015	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__4572-130;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	73.34	11	0.870956733	Genome has more than 11.7% of markers with multiple hits
MAR_355-202_metabat1_016	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__QNZR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	79.91	11	0.875112982	N/A
MAR_355-202_metabat1_024	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRLX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_011051825.1	95	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRLX01;s__DRLX01 sp011051825	83.27	0.57	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRLX01;s__	taxonomic classification defined by topology and ANI	N/A	N/A	57.2	11	0.973656166	N/A
MAR_355-202_metabat1_029	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	82.53	11	0.809474867	N/A
MAR_355-202_metabat1_030	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	93.19	11	0.743176117	N/A
MAR_355-202_metabat1_032	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__QNZR01;s__	N/A	N/A	N/A	N/A	N/A	GCA_003978475.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__QNZR01;s__QNZR01 sp003978475	79.96	0.67	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	92.26	11	0.957928935	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAR_355-202_metabat1_041	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	ANI	N/A	"GCF_001595645.1, s__Sulfurovum riftiae, 95.0, 78.4, 0.42; GCF_000987835.1, s__Sulfurovum lithotrophicum, 95.0, 78.33, 0.36; GCF_000010345.1, s__Sulfurovum sp000010345, 95.0, 78.21, 0.31; GCA_011048515.1, s__Sulfurovum sp011048515, 95.0, 77.37, 0.27; GCA_003934925.1, s__Sulfurovum sp003934925, 95.0, 77.32, 0.08"	70.4	11	0.959462895	N/A
MAR_355-202_metabat1_045	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAAXPZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012329065.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAAXPZ01;s__JAAXPZ01 sp012329065	77.74	0.21	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	55.61	11	0.933139645	N/A
MAR_355-202_metabat1_065_VB	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__NBLH01;g__NBLH01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	82.19	11	0.908224199	N/A
MAR_355-202_metabat1_066	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	84.75	11	0.758106184	N/A
MAR_355-202_metabat1_068_VB	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_002733715.1, s__GCA-002733105 sp002733715, 95.0, 83.11, 0.66; GCA_002733505.1, s__GCA-002733105 sp002733505, 95.0, 80.85, 0.58; GCA_002733335.1, s__GCA-002733105 sp002733335, 95.0, 79.94, 0.49; GCA_013215825.1, s__GCA-002733105 sp013215825, 95.0, 78.16, 0.29; GCA_003645305.1, s__GCA-002733105 sp003645305, 95.0, 77.82, 0.21; GCA_013139345.1, s__GCA-002733105 sp013139345, 95.0, 77.8, 0.29; GCA_003645385.1, s__GCA-002733105 sp003645385, 95.0, 77.74, 0.23; GCA_013215775.1, s__GCA-002733105 sp013215775, 95.0, 77.66, 0.23; GCA_002733105.1, s__GCA-002733105 sp002733105, 95.0, 77.29, 0.22; GCA_011053005.1, s__GCA-002733105 sp011053005, 95.0, 76.99, 0.18; GCA_002402245.1, s__GCA-002733105 sp002402245, 95.0, 76.96, 0.22"	71.69	11	0.974348481	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAR_355-202_metabat2_007	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.52	11	0.885949871	N/A
MAR_355-202_metabat2_012	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	ANI	N/A	"GCA_002732645.1, s__Sulfurimonas sp002732645, 95.0, 79.26, 0.28; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 79.04, 0.41; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 78.47, 0.39; GCA_014381585.1, s__Sulfurimonas sp014381585, 95.0, 78.3, 0.25; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 78.17, 0.32; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 78.14, 0.31; GCA_002733945.1, s__Sulfurimonas sp002733945, 95.0, 78.14, 0.26; GCA_001829625.1, s__Sulfurimonas sp001829625, 95.0, 78.08, 0.22; GCA_011391635.1, s__Sulfurimonas sp011391635, 95.0, 78.0, 0.26; GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 77.99, 0.23; GCA_001873135.1, s__Sulfurimonas sp001873135, 95.0, 77.91, 0.29; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 77.87, 0.29; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 77.84, 0.3; GCA_903903705.1, s__Sulfurimonas sp903903705, 95.0, 77.8, 0.25; GCA_001829675.1, s__Sulfurimonas sp001829675, 95.0, 77.72, 0.21; GCF_009192995.1, s__Sulfurimonas sp009192995, 95.0, 77.68, 0.24; GCF_009883775.1, s__Sulfurimonas sp002452895, 95.0, 77.66, 0.25; GCA_013791885.1, s__Sulfurimonas sp013791885, 95.0, 77.65, 0.23; GCF_000012965.1, s__Sulfurimonas denitrificans, 95.0, 77.55, 0.26; GCA_001829715.1, s__Sulfurimonas sp001829715, 95.0, 77.55, 0.21; GCA_001829785.1, s__Sulfurimonas sp001829785, 95.0, 77.53, 0.26; GCA_013607665.1, s__Sulfurimonas sp013607665, 95.0, 77.46, 0.24; GCA_002733155.1, s__Sulfurimonas sp002733155, 95.0, 77.36, 0.27; GCF_009258225.1, s__Sulfurimonas sp009258225, 95.0, 77.33, 0.23; GCA_002428085.1, s__Sulfurimonas sp002428085, 95.0, 77.28, 0.21; GCA_002452425.1, s__Sulfurimonas sp002452425, 95.0, 76.58, 0.13"	90.31	11	0.934166373	N/A
MAR_355-202_metabat2_014	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	98.45	11	0.887547189	N/A
MAR_355-202_metabat2_022	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__	ANI	N/A	"GCA_902727995.1, s__UBA1140 sp902727995, 95.0, 79.67, 0.49; GCA_902727935.1, s__UBA1140 sp902727935, 95.0, 79.53, 0.52; GCA_902727905.1, s__UBA1140 sp902727905, 95.0, 79.36, 0.44; GCA_902727915.1, s__UBA1140 sp902727915, 95.0, 79.13, 0.49; GCA_902727895.1, s__UBA1140 sp902727895, 95.0, 78.99, 0.52; GCA_003978395.1, s__UBA1140 sp003978395, 95.0, 78.14, 0.34; GCA_002311915.1, s__UBA1140 sp002311915, 95.0, 77.44, 0.32"	61.09	11	0.96694624	N/A
MAR_355-202_metabat2_023	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Cocleimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Cocleimonas;s__	taxonomic classification fully defined by topology	N/A	N/A	83.5	11	0.932548979	N/A
MAR_355-202_metabat2_026	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__	ANI	N/A	"GCF_000381085.1, s__Thiomicrorhabdus arctica, 95.0, 78.21, 0.26; GCA_006222135.1, s__Thiomicrorhabdus sp006222135, 95.0, 77.84, 0.21; GCF_000478585.1, s__Thiomicrorhabdus sp000478585, 95.0, 77.8, 0.24; GCF_000702325.1, s__Thiomicrorhabdus sp000702325, 95.0, 77.37, 0.22; GCF_004001325.1, s__Thiomicrorhabdus aquaedulcis, 95.0, 77.04, 0.22"	78.18	11	0.94823484	N/A
MAR_355-202_metabat2_035	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Desulfuromusa;s__	N/A	N/A	N/A	N/A	N/A	GCA_002049545.1	95	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Desulfuromusa;s__Desulfuromusa sp002049545	78.36	0.46	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Desulfuromusa;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_900107645.1, s__Desulfuromusa kysingii, 95.0, 77.66, 0.22"	92.26	11	0.952706375	N/A
MAR_355-202_metabat2_042_VB	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_009068765.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp009068765	81.5	0.7	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 83.11, 0.74; GCA_013607665.1, s__Sulfurimonas sp013607665, 95.0, 79.14, 0.39; GCF_009192995.1, s__Sulfurimonas sp009192995, 95.0, 78.73, 0.37; GCA_013791885.1, s__Sulfurimonas sp013791885, 95.0, 78.19, 0.22; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 77.98, 0.23; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 77.96, 0.24; GCA_002733945.1, s__Sulfurimonas sp002733945, 95.0, 77.84, 0.26; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 77.54, 0.27; GCA_011391635.1, s__Sulfurimonas sp011391635, 95.0, 77.54, 0.22; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 77.54, 0.23; GCF_009258225.1, s__Sulfurimonas sp009258225, 95.0, 77.53, 0.15; GCA_014381585.1, s__Sulfurimonas sp014381585, 95.0, 77.49, 0.2; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 77.36, 0.2; GCF_009883775.1, s__Sulfurimonas sp002452895, 95.0, 77.35, 0.19; GCA_001873135.1, s__Sulfurimonas sp001873135, 95.0, 77.22, 0.23; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 77.21, 0.21; GCA_903903705.1, s__Sulfurimonas sp903903705, 95.0, 77.18, 0.12; GCA_001829785.1, s__Sulfurimonas sp001829785, 95.0, 77.08, 0.2; GCF_000012965.1, s__Sulfurimonas denitrificans, 95.0, 76.96, 0.16; GCA_002428085.1, s__Sulfurimonas sp002428085, 95.0, 76.9, 0.2"	80.88	11	0.982408614	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAR_355-202_metabat2_043	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_009258225.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp009258225	77.74	0.25	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 78.4, 0.28; GCA_002732645.1, s__Sulfurimonas sp002732645, 95.0, 78.27, 0.22; GCA_002733945.1, s__Sulfurimonas sp002733945, 95.0, 78.23, 0.25; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 78.19, 0.31; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 78.07, 0.27; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 77.63, 0.28; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 77.61, 0.22; GCA_002733155.1, s__Sulfurimonas sp002733155, 95.0, 77.48, 0.24; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 77.29, 0.21"	92.26	11	0.939451974	N/A
MAR_355-202_metabat2_044	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139755.1	95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__QPIN01 sp013139755	77.66	0.22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__	taxonomic classification defined by topology and ANI	N/A	N/A	84.79	11	0.943486123	N/A
MAR_355-202_metabat2_045	d__Bacteria;p__Aquificota;c__Desulfurobacteriia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Desulfurobacterium_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_900188395.1	95	d__Bacteria;p__Aquificota;c__Desulfurobacteriia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Desulfurobacterium_A;s__Desulfurobacterium_A atlanticum	79.11	0.53	d__Bacteria;p__Aquificota;c__Desulfurobacteriia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Desulfurobacterium_A;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_001968985.1, s__Desulfurobacterium_A indicum, 95.0, 77.08, 0.21; GCF_000421485.1, s__Desulfurobacterium_A sp000421485, 95.0, 77.0, 0.15"	76.81	11	0.919186605	N/A
MAR_355-202_metabat2_048	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_000597725.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum_A;s__Sulfurospirillum_A arcachonense	77.51	0.26	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum_A;s__	taxonomic classification defined by topology and ANI	N/A	N/A	88.8	11	0.921977349	N/A
MAR_355-202_metabat2_054	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	98.33	11	0.829968366	N/A
MAR_355-202_metabat2_056	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__	taxonomic classification fully defined by topology	N/A	N/A	96.74	11	0.93614497	N/A
