user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
EPR_PIR-30_maxbin2_168	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	67.89	11	0.77133	N/A
EPR_PIR-30_metabat1_051	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__WALU01;s__	N/A	N/A	N/A	N/A	N/A	GCA_015521385.1	95	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__WALU01;s__WALU01 sp015521385	84.66	0.788	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__WALU01;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_021158805.1, s__WALU01 sp021158805, 95.0, 78.08, 0.101; GCA_015522685.1, s__WALU01 sp015522685, 95.0, 77.62, 0.06"	88.96	11	0.97944	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EPR_PIR-30_metabat1_058_VB	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__	N/A	N/A	N/A	N/A	N/A	GCA_015521295.1	95	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01 sp015521295	77.2	0.16	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	56.8	11	0.91527	N/A
EPR_PIR-30_metabat2_025	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013154205.1	95	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01 sp013154205	88.6	0.6	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_015520735.1, s__JAADCY01 sp015520735, 95.0, 79.14, 0.466"	96.71	11	0.98035	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EPR_PIR-30_metabat2_040	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_000585495.1, s__Thermococcus nautili, 95.0, 88.11, 0.92; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 87.9, 0.949; GCF_900198835.1, s__Thermococcus henrietii, 95.0, 87.86, 0.935; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 85.59, 0.804; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 83.39, 0.696; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 82.14, 0.804; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 81.25, 0.609; GCA_015523185.1, s__Thermococcus sp015523185, 95.0, 80.76, 0.746; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 80.29, 0.667; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 80.13, 0.645; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 79.9, 0.659; GCA_021160985.1, s__Thermococcus sp021160985, 95.0, 79.86, 0.514; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 79.68, 0.645; GCF_002214465.1, s__Thermococcus barossii, 95.0, 79.62, 0.594; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 79.58, 0.659; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 79.57, 0.58; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 79.44, 0.536; GCF_006274605.1, s__Thermococcus indicus, 95.0, 79.42, 0.681; GCF_002214365.1, s__Thermococcus celer, 95.0, 79.41, 0.493; GCF_024707485.1, s__Thermococcus sp024707485, 95.0, 79.4, 0.522; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 79.36, 0.536; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 79.33, 0.435; GCF_002214505.1, s__Thermococcus siculi, 95.0, 79.31, 0.623; GCA_015522395.1, s__Thermococcus sp015522395, 95.0, 79.3, 0.478; GCF_904067545.1, s__Thermococcus camini, 95.0, 79.26, 0.638; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 79.23, 0.623; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 79.22, 0.558; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 79.09, 0.638; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 79.08, 0.638; GCF_017873335.1, s__Thermococcus stetteri, 95.0, 79.05, 0.58; GCF_002214585.1, s__Thermococcus profundus, 95.0, 79.04, 0.5; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 79.04, 0.565; GCA_015521605.1, s__Thermococcus sp015521605, 95.0, 78.86, 0.558; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 78.76, 0.449; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 78.75, 0.536; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 78.72, 0.42; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 78.56, 0.572; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 78.52, 0.493; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 78.51, 0.457; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 78.36, 0.464; GCA_015523195.1, s__Thermococcus sp015523195, 95.0, 78.26, 0.442; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 77.77, 0.297; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 77.39, 0.37; GCA_015520705.1, s__Thermococcus sp015520705, 95.0, 77.2, 0.217"	60.75	11	0.98036	Genome has more than 11.3% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EPR_PIR-30_metabat2_046	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__JAJRWK01;g__JAJRWK01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024276795.1	95	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__JAJRWK01;g__JAJRWK01;s__JAJRWK01 sp024276795	77.62	0.046	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	87.94	11	0.825	N/A
EPR_PIR-30_metabat2_088	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__;s__	taxonomic novelty determined using RED	N/A	N/A	50.38	11	0.73528	N/A
EPR_PIR-30_metabat2_107	d__Archaea;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus sp013154335	GCA_013154335.1	95	d__Archaea;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus sp013154335	99.72	0.959	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Guaymas_4559-240_maxbin2_008	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__JAADCV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013154235.1	95	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__JAADCV01;s__JAADCV01 sp013154235	76.62	0.075	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	75.5	11	0.86178	N/A
Guaymas_4559-240_maxbin2_019	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	57.2	11	0.71056	N/A
Guaymas_4559-240_maxbin2_053	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__JAGGTN01;g__JAGGTN01;s__	N/A	N/A	N/A	N/A	N/A	GCA_021163645.1	95	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__JAGGTN01;g__JAGGTN01;s__JAGGTN01 sp021163645	79.02	0.03	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	56.57	11	0.82717	N/A
Guaymas_4559-240_maxbin2_055_VB	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_015523155.1, s__Methanothermococcus_A sp015523155, 95.0, 81.09, 0.771; GCF_000179575.2, s__Methanothermococcus_A okinawensis, 95.0, 79.82, 0.783; GCF_000017185.1, s__Methanothermococcus_A aeolicus, 95.0, 76.57, 0.446"	33.42	11	0.8924	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Guaymas_4559-240_maxbin2_056	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 85.62, 0.738; GCF_000585495.1, s__Thermococcus nautili, 95.0, 85.26, 0.842; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 84.99, 0.831; GCF_900198835.1, s__Thermococcus henrietii, 95.0, 84.61, 0.852; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 83.23, 0.716; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 82.86, 0.798; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 82.73, 0.732; GCA_015523185.1, s__Thermococcus sp015523185, 95.0, 80.93, 0.612; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 80.64, 0.65; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 80.62, 0.672; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 80.55, 0.672; GCA_021160985.1, s__Thermococcus sp021160985, 95.0, 80.45, 0.546; GCF_002214465.1, s__Thermococcus barossii, 95.0, 80.35, 0.645; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 80.35, 0.612; GCA_015521605.1, s__Thermococcus sp015521605, 95.0, 80.28, 0.519; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 80.27, 0.661; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 80.18, 0.623; GCF_017873335.1, s__Thermococcus stetteri, 95.0, 80.14, 0.607; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 80.03, 0.568; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 79.94, 0.372; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 79.92, 0.557; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 79.91, 0.678; GCF_006274605.1, s__Thermococcus indicus, 95.0, 79.89, 0.634; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 79.85, 0.607; GCF_002214585.1, s__Thermococcus profundus, 95.0, 79.81, 0.596; GCF_002214505.1, s__Thermococcus siculi, 95.0, 79.8, 0.645; GCF_904067545.1, s__Thermococcus camini, 95.0, 79.78, 0.607; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 79.76, 0.519; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 79.73, 0.568; GCF_024707485.1, s__Thermococcus sp024707485, 95.0, 79.69, 0.585; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 79.64, 0.623; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 79.56, 0.607; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 79.55, 0.596; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 79.5, 0.497; GCA_015523195.1, s__Thermococcus sp015523195, 95.0, 79.46, 0.454; GCF_002214365.1, s__Thermococcus celer, 95.0, 79.39, 0.596; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 79.29, 0.601; GCA_015522395.1, s__Thermococcus sp015522395, 95.0, 79.27, 0.481; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 79.18, 0.514; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 79.18, 0.497; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 78.98, 0.443; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 78.95, 0.443; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 78.3, 0.29; GCA_015520705.1, s__Thermococcus sp015520705, 95.0, 76.88, 0.295"	78.89	11	0.9591	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Guaymas_4559-240_maxbin2_083_VB	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__	N/A	N/A	N/A	N/A	N/A	GCF_000025285.1	95	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__Archaeoglobus_B profundus	84.39	0.847	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_003663025.1, s__Archaeoglobus_B sp003663025, 95.0, 77.16, 0.148"	64.47	11	0.97119	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Guaymas_4559-240_maxbin2_098_VB	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus gammatolerans	GCF_000022365.1	95	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus gammatolerans	97.16	0.942	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Guaymas_4559-240_maxbin2_130	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__B87-G9;f__B87-G9;g__B87-G9;s__B87-G9 sp003649695	GCA_003649695.1	95	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__B87-G9;f__B87-G9;g__B87-G9;s__B87-G9 sp003649695	99.35	0.596	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Guaymas_4559-240_maxbin2_156	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__	N/A	N/A	N/A	N/A	N/A	GCA_015521295.1	95	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01 sp015521295	85.49	0.702	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	79.24	11	0.98241	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Guaymas_4559-240_metabat1_015	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAGHDU01;s__	N/A	N/A	N/A	N/A	N/A	GCA_021157925.1	95	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAGHDU01;s__JAGHDU01 sp021157925	91.29	0.615	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAGHDU01;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_021159785.1, s__JAGHDU01 sp021159785, 95.0, 81.21, 0.46"	84.83	11	0.97967	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Guaymas_4559-240_metabat1_019	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	GCA_015520705.1	95	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015520705	78.54	0.355	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 81.34, 0.207; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 80.61, 0.218; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 80.42, 0.201; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 80.02, 0.167; GCA_021160985.1, s__Thermococcus sp021160985, 95.0, 79.85, 0.173; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 79.78, 0.174; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 79.74, 0.195; GCF_006274605.1, s__Thermococcus indicus, 95.0, 79.65, 0.17; GCF_024707485.1, s__Thermococcus sp024707485, 95.0, 79.43, 0.17; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 79.35, 0.183; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 79.26, 0.167; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 79.11, 0.174; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 79.08, 0.176; GCA_015521605.1, s__Thermococcus sp015521605, 95.0, 78.96, 0.147; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 78.88, 0.156; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 78.85, 0.176; GCF_900198835.1, s__Thermococcus henrietii, 95.0, 78.77, 0.179; GCF_000585495.1, s__Thermococcus nautili, 95.0, 78.68, 0.154; GCF_002214465.1, s__Thermococcus barossii, 95.0, 78.66, 0.161; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 78.49, 0.145; GCF_904067545.1, s__Thermococcus camini, 95.0, 78.44, 0.168; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 78.37, 0.165; GCF_002214585.1, s__Thermococcus profundus, 95.0, 78.36, 0.104; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 78.35, 0.154; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 78.31, 0.221; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 78.3, 0.155; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 78.12, 0.139; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 78.02, 0.143; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 77.92, 0.15; GCA_015522395.1, s__Thermococcus sp015522395, 95.0, 77.86, 0.136; GCF_002214505.1, s__Thermococcus siculi, 95.0, 77.83, 0.15; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 77.81, 0.103; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 77.75, 0.159; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 77.74, 0.138; GCF_002214365.1, s__Thermococcus celer, 95.0, 77.72, 0.128; GCF_017873335.1, s__Thermococcus stetteri, 95.0, 77.68, 0.106; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 77.4, 0.134; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 77.39, 0.11; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 77.36, 0.112; GCA_015523195.1, s__Thermococcus sp015523195, 95.0, 77.33, 0.105; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 77.28, 0.103; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 77.03, 0.111; GCA_015523185.1, s__Thermococcus sp015523185, 95.0, 76.96, 0.122"	77.61	11	0.93624	N/A
Guaymas_4559-240_metabat1_032	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WAKM01;s__	N/A	N/A	N/A	N/A	N/A	GCA_015523335.1	95	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WAKM01;s__WAKM01 sp015523335	81.39	0.696	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	98.12	11	0.94003	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Guaymas_4559-240_metabat1_048	d__Archaea;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__	ANI	N/A	"GCF_000007185.1, s__Methanopyrus kandleri, 95.0, 78.6, 0.434; GCF_002201895.1, s__Methanopyrus sp002201895, 95.0, 77.63, 0.317; GCA_013154335.1, s__Methanopyrus sp013154335, 95.0, 77.44, 0.269"	82.48	11	0.91421	N/A
Guaymas_4559-240_metabat1_078	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_000091665.1, s__Methanocaldococcus jannaschii, 95.0, 86.76, 0.979; GCF_000739065.1, s__Methanocaldococcus bathoardescens, 95.0, 86.12, 0.917; GCF_000025525.1, s__Methanocaldococcus sp000025525, 95.0, 85.64, 0.958; GCF_000023985.1, s__Methanocaldococcus fervens, 95.0, 84.69, 0.917; GCA_013153845.1, s__Methanocaldococcus sp013153845, 95.0, 81.48, 0.625; GCF_000024625.1, s__Methanocaldococcus vulcanius, 95.0, 80.6, 0.667; GCA_902827205.1, s__Methanocaldococcus sp902827205, 95.0, 80.27, 0.771; GCA_024490875.1, s__Methanocaldococcus sp024490875, 95.0, 79.76, 0.854"	49.35	11	0.95208	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Guaymas_4559-240_metabat2_008	d__Archaea;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__	ANI	N/A	"GCF_000007185.1, s__Methanopyrus kandleri, 95.0, 78.79, 0.469; GCF_002201895.1, s__Methanopyrus sp002201895, 95.0, 77.87, 0.334; GCA_013154335.1, s__Methanopyrus sp013154335, 95.0, 77.7, 0.292"	82.23	11	0.90793	N/A
Guaymas_4559-240_metabat2_044	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WAPY01;g__WAPY01;s__	N/A	N/A	N/A	N/A	N/A	GCA_015520525.1	95	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WAPY01;g__WAPY01;s__WAPY01 sp015520525	77.33	0.25	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	90.61	11	0.89855	N/A
